rank,song_id,title,singers,album,date,genre,creator,lyric,singer_id,debut,singer_type,singer_gender,company,bthday
8,68158,하늘이여,김학래,"김학래 전집",1989,Ballad,김학래,"하얀별 쏟아지는 창밖을 보며 두손모아 촛불켜고 기도하였다네 슬픔에 찬 웃음으로 나를 보낸 님아 사무치는 그리움은 나 어이하나 따뜻한 햇빛에 나 시인되어 슬픈추억 삼키려 홀로 방황했네 내 생애 단한번 그대 사랑하리 하지만 연기처럼 재가 되었네 나의 소원 그대사람 단한번만 다시품고 피어나게 하여주 하 하늘이여 나의 소원 들어주소서 이 이 한세상 나 어이 살아가려오 하 하늘이여 나의 소원 태워주소서 단 단 한번만 내 사랑 피어나게 하여주  나의 소원 그대사람 단한번만 다시품고 피어나게 하여주 하 하늘이여 나의 소원 들어주소서 이 이 한세상 나 어이 살아가려오 하 하늘이여 나의 소원 태워주소서 단 단 한번만 내 사랑 피어나게 하여주 하 하늘이여 나의 소원 태워주소서 단 단 한번만 내 사랑 피어나게 하여주",6,1979,솔로,남성,,1957.08.12
2,69224,"흐린 가을 하늘에 편지를 써",김광석,노래이야기,1996,Folk,,"비가 내리면 음 나를 둘러싸는 시간의 숨결이 떨쳐질까 비가 내리면 음 나를 둘러싸는 시간의 숨결이 떨쳐질까 난 책을 접어 놓으며 창문을 열어 흐린 가을 하늘에 편지를 써 잊혀져간 꿈들을 다시 만나고파 흐린 가을 하늘에 편지를 써  바람이 불면 음 나를 유혹하는 안일한 만족이 떨쳐질까 바람이 불면 음 내가 알고있는 허위의 길들이 잊혀질까 난 책을 접어 놓으며 창문을 열어 흐린 가을 하늘에 편지를 써 잊혀져간 꿈들을 다시 만나고파 흐린 가을 하늘에 편지를 써  편지를 써",2960,1989.09,솔로,남성,,1964.01.22
7,69715,"날 찾지 말아요",장덕,"날 찾지 말아요",1992,Ballad,장덕,"날 찾지 말아요 날 그냥 내버려 둬요 아무리 애써도 당신께 돌아 가긴 싫어요 처음부터 우리 둘은 만나지 말아야 했어요 철 없던 소녀가 사랑을 했던 거예요 난 사랑을 몰라요 사랑을 할 줄 몰라요 이제 다시는 다시는 사랑에 빠지지 않을래 혼자 있고 싶어요 밤 하늘 벗을 삼아서 날 잊어주세요 저를 그냥 그냥 내버려 둬요  난 사랑을 몰라요 사랑을 할 줄 몰라요 이제 다시는 다시는 사랑에 빠지지 않을래 혼자있고 싶어요 밤 하늘 벗을 삼아서 날 잊어주세요 저를 그냥 그냥 내버려 둬요 저를 그냥 그냥 내버려 둬요",4826,1979,솔로,여성,,1962.04.21
9,69759,짝사랑,주현미,"골든 특집",1992.01,"Adult Contemporary",이호섭,"마주치는 눈빛이 무엇을말하는지 난 아직 몰라 난 정말 몰라 가슴만 두근두근 아 사랑인가봐 해질무렵이면 창가에앉아 나는요 어느 샌가 그대 모습 그려요 사랑한다고 좋아한다고 말해주세요 눈물만큼 고운별이 될래요 그대 가슴에  속삭이는 눈빛이 무엇을 말하는지 난 아직 몰라 난 정말 몰라 가슴만 두근두근 아 사랑했나봐 그대 지나치는 시간이 되면 나는요 어느샌가 거울앞에 있어요 사랑한다고 좋아한다고 말해 주세요 눈물만큼 고운 별이 될래요 그대 가슴에  속삭이는 눈빛이 무었을 말하는지 난 아직몰라 난 정말몰라 가슴만 두근두근 아 사랑했나봐 그대 지나치는 시간이 되면 나는요 어느샌가 거울앞에 있어요 사랑한다고 좋아한다고 말해주세요 그대 가슴속에 꺼지지 않는 별이 될래요",1173,1985,솔로,여성,,1961.09.27
9,70828,"나 그리고 별",높은음자리,"높은음자리 1집",1986.03.25,Ballad,임은희,"창 밖에 가로등 하나둘 불을 밝히면 나의 손 잡을듯 이만큼 다가서는 별 저 별을 갖고 싶어라 저 별을 갖고 싶어라 나는 왜 별이 좋을까 나는 왜 별이 좋을까 나는 저기 멀리 멀리서 밤을 지켜 빛내지만 그런 네가 없으면 나는 눈물뿐이니 알 수가 없구나 알 수가 없구나 루 루 루 루 루루루루루루루 루 루 루 루 루루루루루루루 고요한 밤하늘 아득히 저 먼 작은별 눈물에 어리어 춤추는 나의 별이여 어둠만 깊어 가는데 어둠만 깊어가는데 너는 왜 저기 있을까 너는 왜 말이 없을까 나는 이밤의 끝에서 너의 이름 부르지만 그런 나의 애타는 목소리를 듣는지 알 수가 없구나 알 수가 없구나 별 지는 아침오면 나는 그곳에 가리라 네가 있는 저 산 넘어 그곳으로 가리라 루 루 루 루 루루루루루루루",101511,1986.01,그룹,혼성,,
7,70840,"바다에 누워",높은음자리,"높은음자리 2집",1987.03.25,Ballad,박해수,"나 하나의 모습으로 태어나 바다에 누워 해 저문 노을을 바라다 본다 설 익은 햇살에 젖은 파도는 눈물 인듯 씻기워 간다 일만의 눈부심이 가라앉고 밀물의 움직임 속에 뭇 별도 제각기 누워 잠잔다 마음은 물결처럼 흘러만 간다 저 바다에 누워 외로운 물새 될까 물살의 깊은 속을 항구는 알까 저 바다에 누워 외로운 물새 될까  나 하나의 모습으로 태어나 바다에 누워 해 저문 노을을 바라다 본다 설 익은 햇살에 젖은 파도는 눈물인듯 씻기워 간다 일만의 눈부심이 가라앉고 밀물의 움직임 속에 뭇 별도 제각기 누워 잠잔다 마음은 물결처럼 흘러만 간다 저 바다에 누워 외로운 물새 될까 물살의 깊은 속을 항구는 알까 저 바다에 누워 외로운 물새 될까",101511,1986.01,그룹,혼성,,
9,72776,"내사랑 울보",전영록,"전영록 Golden",1989.11.25,Ballad,,"그 고운 두눈에 눈물이 고여요",23,1981,솔로,남성,R-엔터테인먼트,1954.03.26
9,72780,추억,전영록,"전영록 Golden",1989.11.25,Ballad,,"까만밤이 새기전에 사랑하는 님 멀리 떠나고 바람소리 내려 앉아 허전한 맘 달래어 보네 지나버린 이 시간이 나를 찾아 준다면 돌아서는 발걸음이 끝내 멈춰질텐데 까만밤이 새기전에 사랑하는 님 멀리 떠나고 바람소리 내려앉아 허전한 맘 달래어 보네 지나버린 이시간이 나를 찾아 준다면 돌아서는 발걸음이 끝내 멈춰질텐데  지나버린 이 시간이 나를 찾아 준다면 돌아서는 발걸음이 끝내 멈춰질텐데",23,1981,솔로,남성,R-엔터테인먼트,1954.03.26
4,74737,"그대 떠나는 날 비가 오는가",산울림,"그대 떠나는 날 비가 오는가?",1986.09.10,Rock,김창완,"그대 떠나는 날에 비가 오는가 하늘도 이별을 우는데 눈물이 흐르지 않네 슬픔은 오늘 이야기 아니오 두고두고 긴 눈물이 내리리니 잡은 손이 젖어가면 헤어지나 그대 떠나는 날에 비가 오는가 저무도록 긴 비가 오는가  그대 떠나는 날에 잎이 지는가 과거는 내게로 돌아서 향기를 뿌리고 있네 추억은 지난 이야기 아니오 두고두고 그 모습이 새로우니 그때 부른 사랑노래 이별이었나 그대 떠나는 날에 잎이 지는가 처음부터 긴 이별이었네",101013,1977.12,그룹,남성,,
10,76683,"사랑은 연필로 쓰세요",전영록,"사랑은 연필로 쓰세요",1983.11.01,Ballad,유명진,"꿈으로 가득차 설레이는 이가슴에 사랑을 쓸려거든 연필로 쓰세요 사랑을 쓰다가 쓰다가 틀리면 지우개로 깨끗이 지워야 하니까 처음부터 너무 진한 잉크로 사랑을 쓴다면 지우기가 너무너무 어렵잖아요 사랑은 연필로 쓰세요 꿈으로 가득차 설레이는 이가슴에 사랑을 쓸려거든 연필로 쓰세요 사랑을 쓰다가 쓰다가 틀리면 지우개로 깨끗이 지워야 하니까 꿈으로 가득차 설레이는 이가슴에 사랑을 쓸려거든 연필로 쓰세요 사랑을 쓰다가 쓰다가 틀리면 지우개로 깨끗이 지워야 하니까 처음부터 너무 진한 잉크로 사랑을 쓴다면 지우기가 너무너무 어렵잖아요 사랑은 연필로 쓰세요 꿈으로 가득차 설레이는 이가슴에 사랑을 쓸려거든 연필로 쓰세요 사랑을 쓰다가 쓰다가 틀리면 지우개로 깨끗이 지워야 하니까 지우개로 깨끗이 지워야 하니까",23,1981,솔로,남성,R-엔터테인먼트,1954.03.26
7,76684,"그대가 미워요",전영록,"사랑은 연필로 쓰세요",1983.11.01,Ballad,"송수욱,송주호","내맘에 새겨있는 그대의 사랑노래는 어린시절 부푼 꿈처럼 가슴에 남아 있어요 어느날 내게 던진 의미없는 한마디에 눈물지며 돌아서버린 그대가 미웠어요 미웠어요 지금 나는 한 마리 파랑새 울음되어 하늘높이 가슴을 당신께 전합니다 보내주오 따스한 옛날의 그 눈망울 들려줘요 목소리 다정스런 그 미소를  빗방울 방울 방울 가득고인 당신의 모습이지만 너무나 빨리 사라져 버려요 비개인 하늘가에 오색의 무지개가 뜨지만 손톱만큼씩 작아져 버려요 내맘에 새겨있는 그대의 사랑노래는 어린시절 부푼 꿈처럼 가슴에 남아 있어요 어느날 내게 던진 의미없는 한마디에 눈물지며 돌아서버린 그대가 미웠어요 미웠어요  빗방울 방울 방울 가득고인 당신의 모습이지만 너무나 빨리 사라져 버려요 비개인 하늘가에 오색의 무지개가 뜨지만 손톱만큼씩 작아져 버려요 내맘에 새겨있는 그대의 사랑노래는 어린시절 부푼 꿈처럼 가슴에 남아 있어요 어느날 내게 던진 의미없는 한마디에 눈물지며 돌아서버린 그대가 미웠어요 미웠어요",23,1981,솔로,남성,R-엔터테인먼트,1954.03.26
9,80259,동행,최성수,"최성수 Golden Best",1990,"Adult Contemporary",최성수,"아직도 내겐 슬픔이 우두커니 남아 있어요 그날을 생각하자니 어느새 흐려진 안개 빈 밤을 오가는 마음 어디로 가야만 하나 어둠에 갈 곳 모르고 외로워 헤매는 미로 누가 나와 같이 함께 울어줄 사람있나요 누가 나와 같이 함께 따뜻한 동행이 될까 사랑하고 싶어요 빈 가슴 채울 때까지 사랑하고 싶어요 사랑있는 날까지  누가 나와 같이 함께 울어줄 사람있나요 누가 나와 같이 함께 따뜻한 동행이 될까 사랑하고 싶어요 빈 가슴 채울 때까지 사랑하고 싶어요 사랑있는 날까지",35,1987.05,솔로,남성,,1960.03.25
5,80261,해후,최성수,"최성수 Golden Best",1990,"Adult Contemporary",최성수,"어느새 바람 불어와 옷깃을 여미어 봐도  그래도 슬픈 마음은 그대로인걸  그대를 사랑하고도 가슴을 비워 놓고도  이별의 예감 때문에 노을진 우리의 만남   사실은 오늘 문득그대 손을 마주 잡고서  창 넓은 찻집에서 다정스런 눈빛으로  예전에 그랬듯이 마주보며 사랑하고파  어쩌면 나 당신을 볼 수 없을 것 같아  사랑해 그 순간만은 진실이었어   사실은 오늘 문득 그대 손을 마주 잡고서  창 넓은 찻집에서 다정스런 눈빛으로  예전에 그랬듯이 마주보며 사랑하고파  어쩌면 나 당신을 볼 수 없을 것 같아  사랑해 그 순간만은 진실이였어",35,1987.05,솔로,남성,,1960.03.25
10,80264,"기쁜우리 사랑은",최성수,"최성수 Golden Best",1990,"Adult Contemporary",최성수,"사랑하고도 아무일 없듯이 모른채 한다는 그건  너무나 가슴이 아픈 안타까운 일이에요 사랑한다고 말하세요 우리는 흔히 말하죠  다음에 다음 기회에  자신이 없는 마음에 말하고 싶을 때에도 사는게 웃는 것이라고 다음 기회라고 말하지 말아요 기다리면은 기회는 오질 않아 그대 내 눈을 피하지 말아요 알 수가 없는 우리의 내일을 소중하다고 느끼는 사람  기다리면은 달아날 것 같아 우연히 길을 걷다가 친구를 만난 것처럼 기쁘게 사랑한단 말하세요  다음 기회라고 말하지 말아요 기다리면은 기회는 오질 않아 그대 내 눈을 피하지 말아요 알 수가 없는 우리의 내일을 소중하다고 느끼는 사람  기다리면은 달아날 것 같아 우연히 길을 걷다가 친구를 만난 것처럼 기쁘게 사랑한단 말하세요  우연히 길을 걷다가 친구를 만난 것처럼 기쁘게 사랑한단 말하세요",35,1987.05,솔로,남성,,1960.03.25
9,80266,후인,최성수,"최성수 Golden Best",1990,"Adult Contemporary",최성수,"그대 어깨가 늘어져 슬퍼보여서  가만히 다가가 그대를 안고 싶은데 슬쩍 가슴에 와 닿는 미소 때문에 그대 사랑하는 만큼 노래 부르리 좀 더 가까이 있고 싶어서 머뭇거리면 그대 나의 이름을 부를거 같아 나는 그대의 그림자보다 빛이 되고파 언제까지 가슴은 따뜻할거야 우리 사랑을 아직도 기다린다면  그대 기다리는것은 행복하니까  여린 가슴에 와 닿는 그대는 꽃잎 같아서 향기로운 추억을 남기고 싶어 우린 마주친 눈빛만으로 따뜻할거야 가슴속엔 진실이 담겨있으니 우리 사랑을 아직도 기다린다면  그대 기다리는것은 행복하니까 행복하니까",35,1987.05,솔로,남성,,1960.03.25
9,81113,"눈물의 파티",조용필,"눈물의 파티",1984.02.09,Ballad,박건호,"파티 파티가 시작될 때 나는 너를 보고 말았네 우린 처음 본 사람처럼 그냥 서로 인사만 하네 사람들은 모두가 즐거워만 하는데 서로 얼굴을 붉히면서 너와 나는 괴로워하네 우리들은 이렇게 외면하고 있지만 서로가 괴로운 표정을 말없이 보고 있겟지 아무렇지 않은 듯 우린 여기 있지만 서로가 괴로운 표정을 말없이 보고 있겠지  오늘 우리들의 파티는 너와 나의 아픈 시간들 이제 우린 타인이 되어 슬픈 잔을 마셔야 하네 사람들은 모두가 즐거워만 하는데 서로 슬픈 모습 감추며 너와 나는 울어야 하네 사람들은 모두가 즐거워만 하는데",19,1969,솔로,남성,YPC프로덕션,1950.03.21
3,81122,허공,조용필,"조용필 8집 (Remastered)",1985.11.15,"Adult Contemporary",정욱,"꿈이었다고 생각하기엔 너무나도 아쉬움 남아 가슴태우며 기다리기엔 너무나도 멀어진 그대 사랑했던 마음도 미워했던 마음도 허공속에 묻어야만 될 슬픈 옛 이야기 스쳐버린 그 날들 잊어야할 그 날들 허공속에 묻힐 그날들 잊는다고 생각하기엔 너무나도 미련이 남아 돌아선 마음 달래보기엔 너무나도 멀어진 그대 설레이던 마음도 기다리던 마음도 허공속에 묻어야만 될 슬픈 옛이야기 스쳐버린 그 약속 잊어야할 그 약속 허공속에 묻힐 그 약속",19,1969,솔로,남성,YPC프로덕션,1950.03.21
10,81123,"킬리만자로의 표범",조용필,"조용필 8집 (Remastered)",1985.11.15,"Adult Contemporary",양인자,"먹이를 찾아 산 기슭을 어슬렁 거리는 하이에나를 본일이 있는가  짐승의 썩은 고기만을 찾아 다니는 산 기슭에 하이에나  나는 하이에나가 아니라 표범이고 싶다 산장 높이 올라가 굶어서 얼어죽는  눈덮힌 킬리만자로의 그 표범이고 싶다  자고나면 위대해지고 자고나면 초라해지는 나는 지금  지구의 어두운 모퉁이에서 잠시 쉬고 있다  야망에 찬 도시의 그 불빛 어디에도 나는 없다  이 큰 도시의 복판에 이렇듯 철저히 혼자 버려진들 무슨 상관이랴  나보다 더 불행하게 살다간 고호란 사나이도 있었는데  바람처럼 왔다가 이슬처럼 갈순 없잖아 내가 산 흔적일랑 남겨둬야지  한줄기 연기처럼 가뭇없이 사라져도 빛나는 불꽃으로 타올라야지  묻지마라 왜냐고 왜 그렇게 높은 곳까지 오르려 애쓰는지 묻지를 마라  고독한 남자의 불타는 영혼을 아는 이 없으면 또 어떠리  살아가는 일이 허전하고 등이 시릴때에  그것을 위안해줄 아무 것도 없는 보잘것 없는 세상을  그런 세상을 새삼스레 아름답게 보이게 하는건 사랑때문인가  사랑이 사람을 얼마나 고독하게 만드는지 모르고 하는 소리지  사랑만큼 고독해 진다는걸 모르고하는 소리지  너는 귀뚜라미를 사랑한다고 했다 나도 귀뚜라미를 사랑한다  너는 라일락을 사랑한다고 했다 나도 라일락을 사랑한다  너는 밤을 사랑한다고 했다 나도 밤을 사랑한다  그리고 또 나는 사랑한다  화려하면서도 쓸쓸하고 가득찬 것 같으면서도 텅비어 있는  내 청춘의 건배  사랑이 외로운건 운명을 걸기 때문이지 모든 것을 거니까 외로운거야  사랑도 이상도 모두를 요구하는 것 모두를 건다는 건 외로운거야  사랑이란 이별이 보이는 가슴 아픈 정열 정열의 마지막엔 무엇이 있나  모두를 잃어도 사랑은 후회않는 것 그래야 사랑했다 할 수 있겠지  아무리 깊은 밤일지라도 한가닥 불빛으로 나는 남으리  메마르고 타버린 땅일지라도 한줄기 맑은 물사이로 나는 남으리  거센 폭풍우 초목을 휩쓸어도 꺽이지 않는 한그루 나무되리  내가 지금 이 세상을 살고 있는 것은  이십 일세기가 간절히 나를 원했기 때문이야  구름인가 눈인가 저 높은 곳 킬리만자로  오늘도 나는 가리 베낭을 메고  산에서 만나는 고독과 악수하며 그대로 산이 된들 또 어떠리",19,1969,솔로,남성,YPC프로덕션,1950.03.21
